3.08567758e+14  inf             inf             
1.85140655e+18  1.93160461e-23  2.64867496e-08  
3.70281310e+18  1.39456494e-24  1.91226983e-09  
5.55421965e+18  5.80686792e-25  7.96255379e-10  
7.40562619e+18  3.74704982e-25  5.13806861e-10  
9.25703274e+18  2.88093608e-25  3.95042713e-10  
1.11084393e+19  2.41782682e-25  3.31539762e-10  
1.29598458e+19  2.13332664e-25  2.92528234e-10  
1.48112524e+19  1.94212295e-25  2.66309802e-10  
1.66626589e+19  1.80531756e-25  2.47550632e-10  
1.85140655e+19  1.70282579e-25  2.33496648e-10  
2.03654720e+19  1.62329348e-25  2.22590936e-10  
2.22168786e+19  1.55984368e-25  2.13890506e-10  
2.40682851e+19  1.50807896e-25  2.06792371e-10  
2.59196917e+19  1.46506162e-25  2.00893702e-10  
2.77710982e+19  1.42875703e-25  1.95915507e-10  
2.96225048e+19  1.39771286e-25  1.91658636e-10  
3.14739113e+19  1.37086543e-25  1.87977234e-10  
3.33253179e+19  1.34741834e-25  1.84762099e-10  
3.51767244e+19  1.32676378e-25  1.81929882e-10  
3.70281310e+19  1.30842995e-25  1.79415893e-10  
3.88795375e+19  1.29204521e-25  1.77169166e-10  
4.07309441e+19  1.27731284e-25  1.75149019e-10  
4.25823506e+19  1.26399318e-25  1.73322587e-10  
4.44337572e+19  1.25189054e-25  1.71663036e-10  
4.62851637e+19  1.24084358e-25  1.70148244e-10  
4.81365703e+19  1.23071814e-25  1.68759812e-10  
4.99879768e+19  1.22140171e-25  1.67482315e-10  
5.18393834e+19  1.21279929e-25  1.66302724e-10  
5.36907899e+19  1.20483007e-25  1.65209962e-10  
5.55421965e+19  1.19742493e-25  1.64194546e-10  
5.73936030e+19  1.19052436e-25  1.63248320e-10  
5.92450095e+19  1.18407688e-25  1.62364221e-10  
6.10964161e+19  1.17803771e-25  1.61536112e-10  
6.29478226e+19  1.17236773e-25  1.60758627e-10  
6.47992292e+19  1.16703260e-25  1.60027058e-10  
6.66506357e+19  1.16200208e-25  1.59337257e-10  
6.85020423e+19  1.15724940e-25  1.58685555e-10  
7.03534488e+19  1.15275081e-25  1.58068695e-10  
7.22048554e+19  1.14848514e-25  1.57483773e-10  
7.40562619e+19  1.14443348e-25  1.56928197e-10  
7.59076685e+19  1.14057887e-25  1.56399642e-10  
7.77590750e+19  1.13690608e-25  1.55896017e-10  
7.96104816e+19  1.13340136e-25  1.55415439e-10  
8.14618881e+19  1.13005229e-25  1.54956204e-10  
8.33132947e+19  1.12684761e-25  1.54516770e-10  
8.51647012e+19  1.12377712e-25  1.54095735e-10  
8.70161078e+19  1.12083150e-25  1.53691822e-10  
8.88675143e+19  1.11800227e-25  1.53303869e-10  
9.07189209e+19  1.11528167e-25  1.52930812e-10  
9.25703274e+19  1.11266260e-25  1.52571677e-10  
9.44217340e+19  1.11013853e-25  1.52225570e-10  
9.62731405e+19  1.10770348e-25  1.51891668e-10  
9.81245471e+19  1.10535192e-25  1.51569215e-10  
9.99759536e+19  1.10307877e-25  1.51257514e-10  
1.01827360e+20  1.10087933e-25  1.50955920e-10  
1.03678767e+20  1.09874925e-25  1.50663836e-10  
1.05530173e+20  1.09668448e-25  1.50380710e-10  
1.07381580e+20  1.09468131e-25  1.50106028e-10  
1.09232986e+20  1.09273624e-25  1.49839315e-10  
1.11084393e+20  1.09084605e-25  1.49580127e-10  
1.12935799e+20  1.08900773e-25  1.49328051e-10  
1.14787206e+20  1.08721847e-25  1.49082702e-10  
1.16638613e+20  1.08547565e-25  1.48843720e-10  
1.18490019e+20  1.08377680e-25  1.48610770e-10  
1.20341426e+20  1.08211965e-25  1.48383536e-10  
1.22192832e+20  1.08050205e-25  1.48161725e-10  
1.24044239e+20  1.07892197e-25  1.47945059e-10  
1.25895645e+20  1.07737752e-25  1.47733280e-10  
1.27747052e+20  1.07586693e-25  1.47526144e-10  
1.29598458e+20  1.07438853e-25  1.47323421e-10  
1.31449865e+20  1.07294074e-25  1.47124896e-10  
1.33301271e+20  1.07152209e-25  1.46930366e-10  
1.35152678e+20  1.07013116e-25  1.46739638e-10  
1.37004085e+20  1.06876666e-25  1.46552533e-10  
1.38855491e+20  1.06742732e-25  1.46368878e-10  
1.40706898e+20  1.06611197e-25  1.46188514e-10  
1.42558304e+20  1.06481950e-25  1.46011286e-10  
1.44409711e+20  1.06354885e-25  1.45837052e-10  
1.46261117e+20  1.06229903e-25  1.45665673e-10  
1.48112524e+20  1.06106909e-25  1.45497019e-10  
1.49963930e+20  1.05985814e-25  1.45330969e-10  
1.51815337e+20  1.05866531e-25  1.45167405e-10  
1.53666744e+20  1.05748980e-25  1.45006216e-10  
1.55518150e+20  1.05633085e-25  1.44847297e-10  
1.57369557e+20  1.05518772e-25  1.44690547e-10  
1.59220963e+20  1.05405971e-25  1.44535872e-10  
1.61072370e+20  1.05294617e-25  1.44383180e-10  
1.62923776e+20  1.05184647e-25  1.44232385e-10  
1.64775183e+20  1.05075999e-25  1.44083404e-10  
1.66626589e+20  1.04968618e-25  1.43936160e-10  
1.68477996e+20  1.04862448e-25  1.43790577e-10  
1.70329402e+20  1.04757438e-25  1.43646583e-10  
1.72180809e+20  1.04653537e-25  1.43504111e-10  
1.74032216e+20  1.04550698e-25  1.43363095e-10  
1.75883622e+20  1.04448876e-25  1.43223473e-10  
1.77735029e+20  1.04348027e-25  1.43085186e-10  
1.79586435e+20  1.04248109e-25  1.42948176e-10  
1.81437842e+20  1.04149083e-25  1.42812389e-10  
1.83289248e+20  1.04050911e-25  1.42677772e-10  
1.85140655e+20  1.03953556e-25  1.42544276e-10  
1.86992061e+20  1.03856984e-25  1.42411853e-10  
1.88843468e+20  1.03761161e-25  1.42280457e-10  
1.90694874e+20  1.03666054e-25  1.42150044e-10  
1.92546281e+20  1.03571633e-25  1.42020572e-10  
1.94397688e+20  1.03477870e-25  1.41892000e-10  
1.96249094e+20  1.03384734e-25  1.41764290e-10  
1.98100501e+20  1.03292199e-25  1.41637403e-10  
1.99951907e+20  1.03200240e-25  1.41511306e-10  
2.01803314e+20  1.03108830e-25  1.41385962e-10  
2.03654720e+20  1.03017946e-25  1.41261339e-10  
2.05506127e+20  1.02927565e-25  1.41137406e-10  
2.07357533e+20  1.02837664e-25  1.41014131e-10  
2.09208940e+20  1.02748222e-25  1.40891486e-10  
2.11060347e+20  1.02659219e-25  1.40769442e-10  
2.12911753e+20  1.02570634e-25  1.40647972e-10  
2.14763160e+20  1.02482449e-25  1.40527050e-10  
2.16614566e+20  1.02394645e-25  1.40406650e-10  
2.18465973e+20  1.02307205e-25  1.40286749e-10  
2.20317379e+20  1.02220111e-25  1.40167324e-10  
2.22168786e+20  1.02133347e-25  1.40048351e-10  
2.24020192e+20  1.02046898e-25  1.39929809e-10  
2.25871599e+20  1.01960748e-25  1.39811677e-10  
2.27723005e+20  1.01874883e-25  1.39693936e-10  
2.29574412e+20  1.01789288e-25  1.39576565e-10  
2.31425819e+20  1.01703949e-25  1.39459547e-10  
2.33277225e+20  1.01618855e-25  1.39342863e-10  
